"Country or Area","Year","Value"
"Hungary","1997","212.280471028897"
"Hungary","1996","212.8050371876"
"Hungary","1995","222.719179440243"
"Hungary","1994","212.187218997811"
"Hungary","1993","194.585003513472"
"Hungary","1992","180.03805736488"
"Hungary","1991","323.59787259829"
"Hungary","1990","375.722486894352"
"Iceland","2018","76.4439907715726"
"Iceland","2017","68.0061665130906"
"Iceland","2016","91.8571877978152"
"Iceland","2015","103.695346439354"
"Iceland","2014","99.02991831686"
"Iceland","2013","88.16519828282"
"Iceland","2012","94.0005337681388"
"Iceland","2011","74.521133665791"
"Iceland","2010","171.659837904587"
"Iceland","2009","180.05113026255"
"Iceland","2008","411.390755023232"
"Iceland","2007","331.385916588891"
"Iceland","2006","392.788610603037"
"Iceland","2005","30.7614823190195"
"Iceland","2004","45.4778490854325"
"Iceland","2003","70.4756457850956"
"Iceland","2002","85.5140243787342"
"Iceland","2001","108.039732267941"
"Iceland","2000","149.893851385491"
"Iceland","1999","204.172738340937"
"Iceland","1998","212.332325585377"
"Iceland","1997","97.0800910720812"
"Iceland","1996","29.644121557862"
"Iceland","1995","69.3625828821"
"Iceland","1994","52.5334804459375"
"Iceland","1993","88.239912590328"
"Iceland","1992","183.035113201632"
"Iceland","1991","410.60837366112"
"Iceland","1990","494.641568393005"
"Ireland","2018","49.8588978787878"
"Ireland","2017","47.1954068686869"
"Ireland","2016","37.3569254545455"
"Ireland","2015","20.4973646464647"
"Ireland","2014","3.5626101010101"
"Ireland","2013","8.32435555555557"
"Ireland","2012","9.55905777777773"
"Ireland","2011","15.8758"
"Ireland","2010","46.5838"
"Ireland","2009","83.63275"
"Ireland","2008","136.13626"
"Ireland","2007","168.1002"
"Ireland","2006","190.95674"
"Ireland","2005","216.38503"
"Ireland","2004","234.81346"
"Ireland","2003","285.9505728"
"Ireland","2002","267.89489"
"Ireland","2001","379.51399"
"Ireland","2000","397.75633"
"Ireland","1999","254.822381"
"Ireland","1998","79.217"
"Ireland","1997","169.01224"
"Ireland","1996","133.28886"
"Ireland","1995","97.60724"
"Ireland","1994","58.612252"
"Ireland","1993","39.114758"
"Ireland","1992","19.617264"
"Ireland","1991","9.868517"
"Ireland","1990","0.11977"
"Italy","2018","1657.269"
"Italy","2017","1313.67722333333"
"Italy","2016","1613.725"
"Italy","2015","1688.32566666667"
"Italy","2014","1564.34433333333"
"Italy","2013","1705.41366666667"
"Italy","2012","1499.20563616302"
"Italy","2011","1661.28020541475"
"Italy","2010","1520.38620529573"
"Italy","2009","1215.36019192858"
"Italy","2008","1712.38597586177"
"Italy","2007","1886.20360283508"
"Italy","2006","1935.14258994304"
"Italy","2005","1939.94659237002"
"Italy","2004","1950.88149161402"
"Italy","2003","1882.18207504574"
"Italy","2002","1491.22662124371"
"Italy","2001","1502.52918164629"
"Italy","2000","1488.49977688209"
"Italy","1999","1327.59724120726"
"Italy","1998","1329.36741292688"
"Italy","1997","1281.11639826452"
"Italy","1996","1234.57546741572"
"Italy","1995","1492.31078158548"
"Italy","1994","1422.69866414441"
"Italy","1993","1672.06121799773"
"Italy","1992","1818.77438824307"
"Italy","1991","2509.91163125455"
"Italy","1990","2906.85506987091"
"Japan","2018","3486.78755278485"
"Japan","2017","3512.14658286041"
"Japan","2016","3375.32934785266"
"Japan","2015","3308.10467711549"
"Japan","2014","3361.42530745359"
"Japan","2013","3280.05930726813"
"Japan","2012","3436.3283067772"
"Japan","2011","3755.44649236449"
"Japan","2010","4249.54370366427"
"Japan","2009","4046.87214502824"
"Japan","2008","5743.40477878789"
"Japan","2007","7916.84958572168"
"Japan","2006","8998.77574592745"
"Japan","2005","8623.35165884274"
"Japan","2004","9216.6404835836"
"Japan","2003","8854.20562687879"
"Japan","2002","9199.43971030484"
"Japan","2001","9878.46843426277"
"Japan","2000","11873.1098813579"
"Japan","1999","13118.0647074888"
"Japan","1998","16568.476128946"
"Japan","1997","19984.2828830977"
"Japan","1996","18258.1770431605"
"Japan","1995","17609.9185991771"
"Japan","1994","13443.4618370949"
"Japan","1993","10942.7970238935"
"Japan","1992","7617.29310769735"
"Japan","1991","7506.92208816063"
"Japan","1990","6539.29933306031"
"Liechtenstein","2018","0.00737777110546"
"Liechtenstein","2017","0.01684616892995"
"Liechtenstein","2016","0.02639951058552"
"Liechtenstein","2015","0.03809130778712"
"Liechtenstein","2014","0.04177826027983"
"Liechtenstein","2013","0.06017135998738"
"Liechtenstein","2012","0.05513597313332"
"Liechtenstein","2011","0.060648071982"
"Liechtenstein","2010","0.06870253590999"
"Liechtenstein","2009","0.0732747500441"
"Liechtenstein","2008","0.08249450532455"
"Liechtenstein","2007","0.08306930442794"
"Liechtenstein","2006","0.07697196155487"
"Liechtenstein","2005","0.06563217819182"
"Liechtenstein","2004","0.04879964402752"
"Liechtenstein","2003","0.03895982312046"
"Liechtenstein","2002","0.0193225764952"
"Liechtenstein","2001","0.01563790442982"
"Liechtenstein","2000","0.01200025331417"
"Liechtenstein","1999","0.00722320340049"
"Liechtenstein","1998","0.00415612076667"
"Liechtenstein","1997","0.00216449513621"
"Liechtenstein","1996","0.00217798619723"
"Liechtenstein","1995","0.00201677789606"
"Liechtenstein","1994","0.0014941977769"
"Liechtenstein","1993","0.00079066811975"
"Liechtenstein","1992","0.00035744763733"
"Liechtenstein","1991","0.00011556618428"
"Malta","2018","1.10375E-06"
"Malta","2017","1.10375E-06"
"Malta","2016","1.10375E-06"
"Malta","2015","1.10375E-06"
"Malta","2014","1.10375E-06"
"Malta","2013","1.10375E-06"
"Malta","2012","1.10375E-06"
"Malta","2011","1.10375E-06"
"Malta","2010","1.10375E-06"
"Malta","2009","1.10375E-06"
"Malta","2008","1.10375E-06"
"Malta","2007","1.10375E-06"
"Monaco","2017","0.00834435"
"Monaco","2016","0.007947"
"Monaco","2014","0.0095364"
"Monaco","2013","0.02845026"
"Monaco","2011","0.03003966"
"Monaco","2010","0.03003966"
"Monaco","2009","0.1088739"
"Monaco","2008","0.02002644"
"Monaco","2007","0.0799998"
"Monaco","2006","0.09001302"
"Monaco","2005","0.03994692"
"Monaco","2003","0.03994692"
"Monaco","2002","0.034437"
"Monaco","2001","0.04037076"
"Netherlands","2018","163.008940000047"
"Netherlands","2017","77.0286300000103"
"Netherlands","2016","151.812159999993"
"Netherlands","2015","104.220329999962"
"Netherlands","2014","93.2102710356294"
"Netherlands","2013","143.75721440003"
"Netherlands","2012","188.44830739952"
"Netherlands","2011","275.195390800575"
"Netherlands","2010","313.772231399343"
"Netherlands","2009","308.38332859974"
"Netherlands","2008","328.267817400524"
"Netherlands","2007","426.889115999815"
"Netherlands","2006","351.240523998886"
"Netherlands","2005","365.985030500537"
"Netherlands","2004","370.479202250528"
"Netherlands","2003","764.435132750765"
"Netherlands","2002","2613.01021500028"
"Netherlands","2001","1791.81653924905"
"Netherlands","2000","1902.81320479058"
"Netherlands","1999","1766.13545564346"
"Netherlands","1998","2174.66459768209"
"Netherlands","1997","2764.93650559994"
"Netherlands","1996","2535.61198934708"
"Netherlands","1995","2279.9226926452"
"Netherlands","1994","2340.78523021609"
"Netherlands","1993","2432.35110828056"
"Netherlands","1992","2402.65768842067"
"Netherlands","1991","2639.58526434909"
"Netherlands","1990","2662.85032187433"
"New Zealand","2018","72.397016542824"
"New Zealand","2017","60.45772345"
"New Zealand","2016","48.691416228474"
"New Zealand","2015","58.5852132926597"
"New Zealand","2014","73.4097881430554"
"New Zealand","2013","48.12525494789"
"New Zealand","2012","47.461606756948"
"New Zealand","2011","35.151732956845"
"New Zealand","2010","47.56155"
"New Zealand","2009","53.85797"
"New Zealand","2008","45.46747"
"New Zealand","2007","48.40546"
"New Zealand","2006","106.73165"
"New Zealand","2005","69.3798"
"New Zealand","2004","99.11525"
"New Zealand","2003","126.813"
"New Zealand","2002","84.48445"
"New Zealand","2001","70.6103"
"New Zealand","2000","67.6097"
"New Zealand","1999","68.6666"
"New Zealand","1998","151.3829"
"New Zealand","1997","201.10572"
"New Zealand","1996","278.981"
"New Zealand","1995","153.277"
"New Zealand","1994","186.178"
"New Zealand","1993","210.157"
"New Zealand","1992","461.879"
"New Zealand","1991","903.789872"
"New Zealand","1990","909.949348"
"Norway","2018","148.09607936055"
"Norway","2017","130.97435538054"
"Norway","2016","186.19117348021"
"Norway","2015","146.4104500669"
"Norway","2014","178.94495101072"
"Norway","2013","181.04021119993"
"Norway","2012","200.50508655982"
"Norway","2011","262.63929779473"
"Norway","2010","238.39146477611"
"Norway","2009","438.34656"
"Norway","2008","895.99086"
"Norway","2007","951.1920322"
"Norway","2006","859.0759406652"
"Norway","2005","955.318448085"
"Norway","2004","1016.7452932492"
"Norway","2003","1051.105891057"
"Norway","2002","1658.7853768"
"Norway","2001","1531.264149584"
"Norway","2000","1518.450245635"
"Norway","1999","1599.966364366"
"Norway","1998","1711.979624376"
"Norway","1997","1882.703297942"
"Norway","1996","2107.619633779"
"Norway","1995","2314.048486791"
"Norway","1994","2342.530199614"
"Norway","1993","2648.270618204"
"Norway","1992","2637.223975075"
"Norway","1991","3456.70143366"
"Norway","1990","3894.79917533"
"Poland","2018","11.3242991926998"
"Poland","2017","11.9203149396841"
"Poland","2016","12.5476999365095"
"Poland","2015","13.2081051963258"
"Poland","2014","13.9032686277114"
"Poland","2013","14.6350196081173"
"Poland","2012","15.4052837980182"
"Poland","2011","16.2160882084402"
"Poland","2010","17.0695665352001"
"Poland","2009","17.9679647738949"
"Poland","2008","163.116352230416"
"Poland","2007","184.629756972543"
"Poland","2006","193.577431658992"
"Poland","2005","187.40703342315"
"Poland","2004","205.074401899632"
"Poland","2003","201.07835346277"
"Poland","2002","207.330298487126"
"Poland","2001","197.343443881186"
"Poland","2000","176.680275567038"
"Poland","1999","168.71333572425"
"Poland","1998","174.858115175"
"Poland","1997","173.36104808"
"Poland","1996","161.07418588"
"Poland","1995","171.96936336"
"Poland","1994","152.77833783"
"Poland","1993","144.85690954"
"Poland","1992","134.63033636"
"Poland","1991","141.31124491"
"Poland","1990","141.86978738"
"Portugal","2018","19.0733467294394"
"Portugal","2017","17.0216255380863"
"Portugal","2016","15.3982329212171"
"Portugal","2015","13.9619508060119"
"Portugal","2014","12.6472527058395"
"Portugal","2013","11.404165694379"
"Portugal","2012","10.2155639466296"
"Portugal","2011","9.07309023853385"
"Portugal","2010","7.95037983077576"
"Portugal","2009","6.62566411486874"
"Portugal","2008","5.59229254516039"
"Portugal","2007","4.75032501778685"
"Portugal","2006","3.99488483883007"
"Portugal","2005","3.30522071706014"
"Portugal","2004","2.80246646335319"
"Portugal","2003","2.34253229515467"
"Portugal","2002","1.91542557727062"
"Portugal","2001","1.51091295209449"
"Portugal","2000","1.13183515433555"
"Portugal","1999","0.7741633650422"
"Portugal","1998","0.42846195539546"
"Portugal","1997","0.09498017527939"
"Romania","2018","4.97031066164183"
"Romania","2017","5.58080398743762"
"Romania","2016","5.44222014783994"
"Romania","2015","6.5666"
"Romania","2014","6.3449"
"Romania","2013","6.149"
"Romania","2012","7.4276"
"Romania","2011","12.7156"
"Romania","2010","9.132186"
"Romania","2009","8.156904"
"Romania","2008","17.8684562914585"
"Romania","2007","28.181725719833"
"Romania","2006","64.0590924206546"
"Romania","2005","95.2794377170412"
"Romania","2004","153.859737429482"
"Romania","2003","304.53930993522"
"Romania","2002","985.463777646"
"Romania","2001","1367.161948212"
"Romania","2000","1674.7161963"
"Romania","1999","2082.705662178"
"Romania","1998","2285.98509516"
"Romania","1997","2341.19265219"
"Romania","1996","2347.8764992"
"Romania","1995","2354.071424"
"Romania","1994","1979.027328"
"Romania","1993","1870.7835744"
"Romania","1992","1794.73668672"
"Romania","1991","2577.80866752"
"Romania","1990","2808.42730048"
"Russian Federation","2018","2725.24673103806"
"Russian Federation","2017","3177.48491922849"
"Russian Federation","2016","3657.58436130409"
"Russian Federation","2015","3505.87664825937"
"Russian Federation","2014","3054.05173270164"
"Russian Federation","2013","3420.03307977617"
"Russian Federation","2012","3324.10094530968"
"Russian Federation","2011","3304.169215991"
"Russian Federation","2010","3630.76414032695"
"Russian Federation","2009","3358.3455121941"
"Russian Federation","2008","4790.61271464534"
"Russian Federation","2007","5009.45823915353"
"Russian Federation","2006","5541.12820163684"
"Russian Federation","2005","6306.90316993442"
"Russian Federation","2004","6613.70733193291"
"Russian Federation","2003","6626.62473548603"
"Russian Federation","2002","7299.97940811712"
"Russian Federation","2001","8993.20168501459"
"Russian Federation","2000","9867.31369025133"
"Russian Federation","1999","9596.90262557568"
"Russian Federation","1998","9865.51799669662"
"Russian Federation","1997","10208.5121283291"
"Russian Federation","1996","11842.5977319638"
"Russian Federation","1995","13453.8759577843"
"Russian Federation","1994","13935.3195790174"
"Russian Federation","1993","14334.442235201"
"Russian Federation","1992","14702.4273960593"
"Russian Federation","1991","16191.0550559974"
"Russian Federation","1990","15105.8081399023"
"Slovakia","2018","7.78008061812768"
"Slovakia","2017","8.62263560309514"
"Slovakia","2016","6.49019212285245"
"Slovakia","2015","8.50420306953436"
"Slovakia","2014","11.147500588"
"Slovakia","2013","9.81044700226352"
"Slovakia","2012","25.6625829328622"
"Slovakia","2011","20.1059625382802"
"Slovakia","2010","25.0118373468787"
"Slovakia","2009","21.0008527605201"
"Slovakia","2008","42.7581801253056"
"Slovakia","2007","29.4237242574186"
"Slovakia","2006","42.4677645333698"
"Slovakia","2005","24.1586557704152"
"Slovakia","2004","23.6260531740254"
"Slovakia","2003","26.4514396419252"
"Slovakia","2002","17.1832477317927"
"Slovakia","2001","16.0197310427026"
"Slovakia","2000","14.9078076117927"
"Slovakia","1999","16.2697204854417"
"Slovakia","1998","29.099705839576"
"Slovakia","1997","40.1558270974117"
"Slovakia","1996","40.72407398457"
"Slovakia","1995","132.645162"
"Slovakia","1994","153.227496"
"Slovakia","1993","180.322602"
"Slovakia","1992","288.235869"
"Slovakia","1991","309.725091"
"Slovakia","1990","314.863818"
"Slovenia","2018","15.5921751416014"
"Slovenia","2017","17.4471803311352"
"Slovenia","2016","19.781414472272"
"Slovenia","2015","15.7402991031572"
"Slovenia","2014","15.2214632582397"
"Slovenia","2013","15.3145186696186"
"Slovenia","2012","18.1097663525083"
"Slovenia","2011","20.1574090025954"
"Slovenia","2010","9.639797381736"
"Slovenia","2009","5.23651163466941"
"Slovenia","2008","14.7352604286568"
"Slovenia","2007","99.6802630067721"
"Slovenia","2006","134.260541284694"
"Slovenia","2005","142.128897166344"
"Slovenia","2004","140.694043368562"
"Slovenia","2003","139.438975402705"
"Slovenia","2002","135.069856110016"
"Slovenia","2001","129.260407357965"
"Slovenia","2000","129.749510026862"
"Slovenia","1999","128.292272793112"
"Slovenia","1998","128.082158288815"
"Slovenia","1997","128.19139450659"
"Slovenia","1996","127.668732247522"
"Slovenia","1995","128.143384994508"
"Slovenia","1994","128.175067385072"
"Slovenia","1993","128.253981805742"
"Slovenia","1992","128.179343535946"
"Slovenia","1991","129.404655131768"
"Slovenia","1990","207.589632084881"
"Spain","2018","130.435075614785"
"Spain","2017","127.770930970928"
"Spain","2016","90.649607599004"
"Spain","2015","92.8520347291744"
"Spain","2014","63.383398412041"
"Spain","2013","67.1543288279735"
"Spain","2012","54.3450954104806"
"Spain","2011","89.9584632871161"
"Spain","2010","105.102973617095"
"Spain","2009","120.216469521783"
"Spain","2008","179.563141582222"
"Spain","2007","185.907673652726"
"Spain","2006","196.280589236556"
"Spain","2005","210.46382186218"
"Spain","2004","259.267364987068"
"Spain","2003","268.116376974992"
"Spain","2002","280.322288133911"
"Spain","2001","272.900734387742"
"Spain","2000","494.727577106149"
"Spain","1999","855.801962022498"
"Spain","1998","942.599545152775"
"Spain","1997","1025.00584816952"
"Spain","1996","1001.48496442693"
"Spain","1995","1055.20568306955"
"Spain","1994","1038.45334742343"
"Spain","1993","1065.87726971837"
"Spain","1992","1026.32265372842"
"Spain","1991","1087.13261596137"
"Spain","1990","1164.37587723631"
"Sweden","2018","61.8696696596042"
"Sweden","2017","36.5778835086802"
"Sweden","2016","31.1768041811491"
"Sweden","2015","35.131299290958"
"Sweden","2014","82.024040598786"
"Sweden","2013","51.22386418677"
"Sweden","2012","78.677159407086"
"Sweden","2011","215.079652499595"
"Sweden","2010","187.789934098723"
"Sweden","2009","48.6807038536539"
"Sweden","2008","350.235084930419"
"Sweden","2007","400.114326042797"
"Sweden","2006","392.162162012961"
"Sweden","2005","406.312452385255"
