"Country or Area","Year","Value"
"Belarus","2013","14368.036339102"
"Belarus","2012","14450.0024156418"
"Belarus","2011","14746.2572508343"
"Belarus","2010","13968.8120931419"
"Belarus","2009","14108.8938405827"
"Belarus","2008","13819.7286730884"
"Belarus","2007","13097.9190765815"
"Belarus","2006","13198.8581339831"
"Belarus","2005","12499.4845966052"
"Belarus","2004","12115.2653745141"
"Belarus","2003","11719.51246681"
"Belarus","2002","11120.4809666464"
"Belarus","2001","12433.7722737986"
"Belarus","2000","12425.2547439687"
"Belarus","1999","12246.6180109634"
"Belarus","1998","15650.2574470548"
"Belarus","1997","12809.8606254956"
"Belarus","1996","12420.8695824254"
"Belarus","1995","11609.8346871781"
"Belarus","1994","12452.7498290529"
"Belarus","1993","14591.4446084538"
"Belarus","1992","14444.038435825"
"Belarus","1991","16151.4828949431"
"Belarus","1990","16618.1715425433"
"Belgium","2018","5702.28693995601"
"Belgium","2017","5978.511666586"
"Belgium","2016","5762.54864676786"
"Belgium","2015","6035.05908554942"
"Belgium","2014","6181.74997483404"
"Belgium","2013","6146.26472972099"
"Belgium","2012","6306.82507850128"
"Belgium","2011","6374.29098636312"
"Belgium","2010","7587.11790695626"
"Belgium","2009","7071.58742168975"
"Belgium","2008","6972.90218539889"
"Belgium","2007","6979.09455000782"
"Belgium","2006","7504.65473723655"
"Belgium","2005","8508.14008735021"
"Belgium","2004","8753.8305075492"
"Belgium","2003","8568.44806571119"
"Belgium","2002","9464.95097704283"
"Belgium","2001","9815.23032750021"
"Belgium","2000","10211.4220600167"
"Belgium","1999","10932.6062211503"
"Belgium","1998","10926.8506451705"
"Belgium","1997","11041.484286365"
"Belgium","1996","11264.7722409315"
"Belgium","1995","10825.6951473428"
"Belgium","1994","10343.0574961256"
"Belgium","1993","9937.7809134111"
"Belgium","1992","9664.39584027646"
"Belgium","1991","9940.16011211795"
"Belgium","1990","10072.8814789211"
"Bulgaria","2018","5239.78749876664"
"Bulgaria","2017","5342.27368760617"
"Bulgaria","2016","5359.99883589561"
"Bulgaria","2015","5035.81113603284"
"Bulgaria","2014","4925.23201439484"
"Bulgaria","2013","4463.95106263434"
"Bulgaria","2012","4066.36581391048"
"Bulgaria","2011","3991.72878210931"
"Bulgaria","2010","4337.75101313492"
"Bulgaria","2009","3854.56414792895"
"Bulgaria","2008","4247.36696980312"
"Bulgaria","2007","4013.35403992694"
"Bulgaria","2006","3975.63325718476"
"Bulgaria","2005","4449.01237878597"
"Bulgaria","2004","4612.45507116198"
"Bulgaria","2003","4010.52123326658"
"Bulgaria","2002","4177.03429180138"
"Bulgaria","2001","4247.14069836683"
"Bulgaria","2000","4166.83375279984"
"Bulgaria","1999","4093.25579021933"
"Bulgaria","1998","3930.7648348412"
"Bulgaria","1997","4766.53295334901"
"Bulgaria","1996","5010.64456265563"
"Bulgaria","1995","5145.58798778406"
"Bulgaria","1994","5314.77625827058"
"Bulgaria","1993","5464.44117285956"
"Bulgaria","1992","6051.11649288727"
"Bulgaria","1991","7166.4728524358"
"Bulgaria","1990","9154.90149377754"
"Canada","2018","37944.5424124137"
"Canada","2017","36556.5267421594"
"Canada","2016","37239.8453479745"
"Canada","2015","36490.2902087394"
"Canada","2014","35711.4578496564"
"Canada","2013","36918.9061821366"
"Canada","2012","34988.3738513004"
"Canada","2011","33610.4052394659"
"Canada","2010","33391.6087124838"
"Canada","2009","34228.1736836689"
"Canada","2008","37409.181799173"
"Canada","2007","35662.6466026586"
"Canada","2006","34931.968299276"
"Canada","2005","37212.3308814327"
"Canada","2004","38343.7346698737"
"Canada","2003","36159.953645889"
"Canada","2002","34692.806191072"
"Canada","2001","34832.8928540902"
"Canada","2000","35852.6688166659"
"Canada","1999","36320.4650659834"
"Canada","1998","38492.8643406187"
"Canada","1997","42263.7795233181"
"Canada","1996","43528.0734756848"
"Canada","1995","41412.6596267269"
"Canada","1994","40876.9857599511"
"Canada","1993","37921.0798185216"
"Canada","1992","37932.7956540921"
"Canada","1991","37379.7735780685"
"Canada","1990","38864.8794880575"
"Croatia","2018","1685.84998171235"
"Croatia","2017","1730.56988227983"
"Croatia","2016","1595.35335480449"
"Croatia","2015","1850.32176831768"
"Croatia","2014","1656.25524909845"
"Croatia","2013","1721.74216702734"
"Croatia","2012","2317.71306380544"
"Croatia","2011","2524.57407637281"
"Croatia","2010","2449.829242042"
"Croatia","2009","2211.45480594468"
"Croatia","2008","2853.51125751278"
"Croatia","2007","2548.67270576805"
"Croatia","2006","2494.85959947579"
"Croatia","2005","2478.44036760708"
"Croatia","2004","2484.03660492245"
"Croatia","2003","2268.5355686174"
"Croatia","2002","2370.61238656839"
"Croatia","2001","2405.63214584405"
"Croatia","2000","2429.11013726214"
"Croatia","1999","2332.76498210805"
"Croatia","1998","2129.17348725807"
"Croatia","1997","2455.99861411703"
"Croatia","1996","2272.34729594697"
"Croatia","1995","2301.28400120204"
"Croatia","1994","2378.57288326443"
"Croatia","1993","2344.85565313309"
"Croatia","1992","2745.00247719239"
"Croatia","1991","2756.14661181075"
"Croatia","1990","2913.46973217686"
"Cyprus","2018","296.998644817547"
"Cyprus","2017","295.580538058044"
"Cyprus","2016","290.399501384766"
"Cyprus","2015","283.053711833287"
"Cyprus","2014","275.498495971518"
"Cyprus","2013","280.190345929113"
"Cyprus","2012","303.413093110538"
"Cyprus","2011","308.554408082621"
"Cyprus","2010","321.207106733994"
"Cyprus","2009","304.374950559745"
"Cyprus","2008","312.037787281802"
"Cyprus","2007","324.398993711313"
"Cyprus","2006","329.729641651855"
"Cyprus","2005","316.76789311099"
"Cyprus","2004","343.711920188087"
"Cyprus","2003","382.334744287816"
"Cyprus","2002","385.890339487167"
"Cyprus","2001","381.505555614486"
"Cyprus","2000","349.968359337678"
"Cyprus","1999","364.080672209953"
"Cyprus","1998","372.438116449268"
"Cyprus","1997","348.181363798783"
"Cyprus","1996","354.317068730964"
"Cyprus","1995","379.1570544511"
"Cyprus","1994","337.300048588762"
"Cyprus","1993","343.596171365095"
"Cyprus","1992","324.327574072128"
"Cyprus","1991","293.795413161276"
"Cyprus","1990","292.489903837291"
"Czechia","2018","6072.34102764526"
"Czechia","2017","6420.31202644432"
"Czechia","2016","6503.63072544182"
"Czechia","2015","6172.23985467177"
"Czechia","2014","5770.80892180771"
"Czechia","2013","5670.86194086715"
"Czechia","2012","5894.4678711824"
"Czechia","2011","6039.31541000033"
"Czechia","2010","5401.22879575472"
"Czechia","2009","5523.50238159808"
"Czechia","2008","6367.4656463019"
"Czechia","2007","6293.71889128056"
"Czechia","2006","6236.99404136765"
"Czechia","2005","6358.15067375008"
"Czechia","2004","6545.57609989545"
"Czechia","2003","5862.67116611158"
"Czechia","2002","6331.0899810062"
"Czechia","2001","6729.45420652124"
"Czechia","2000","6481.3841949233"
"Czechia","1999","6057.8728638835"
"Czechia","1998","6255.12846303465"
"Czechia","1997","6371.21781517272"
"Czechia","1996","6399.9037928593"
"Czechia","1995","6640.72306164158"
"Czechia","1994","6344.6259382862"
"Czechia","1993","6459.26193106858"
"Czechia","1992","7206.17715999607"
"Czechia","1991","8048.6085892268"
"Czechia","1990","9386.21265159313"
"Denmark","2018","5420.9265933842"
"Denmark","2017","5620.1427571941"
"Denmark","2016","5559.22848813662"
"Denmark","2015","5408.64514687018"
"Denmark","2014","5398.92449430553"
"Denmark","2013","5301.20399916679"
"Denmark","2012","5306.47002100032"
"Denmark","2011","5397.77226631628"
"Denmark","2010","5404.15564277868"
"Denmark","2009","5500.30305595761"
"Denmark","2008","5699.28506843556"
"Denmark","2007","5707.87159958274"
"Denmark","2006","5528.1435961918"
"Denmark","2005","5662.26020988439"
"Denmark","2004","6298.39979346058"
"Denmark","2003","6731.06454146731"
"Denmark","2002","6853.7654174803"
"Denmark","2001","6918.09344349262"
"Denmark","2000","7115.78538842522"
"Denmark","1999","7176.86236437561"
"Denmark","1998","7108.60491276691"
"Denmark","1997","7059.01524954781"
"Denmark","1996","7027.35355718822"
"Denmark","1995","7374.65471002286"
"Denmark","1994","7443.10737582022"
"Denmark","1993","7527.21892647321"
"Denmark","1992","7761.47416547321"
"Denmark","1991","8014.56239857469"
"Denmark","1990","8170.02759369028"
"Estonia","2018","912.187384521912"
"Estonia","2017","923.858934275554"
"Estonia","2016","899.42886435482"
"Estonia","2015","924.097317961473"
"Estonia","2014","899.309093899401"
"Estonia","2013","870.143617216818"
"Estonia","2012","868.417285720511"
"Estonia","2011","817.422866101835"
"Estonia","2010","813.130461128521"
"Estonia","2009","798.961837322104"
"Estonia","2008","845.641719301792"
"Estonia","2007","790.655332086048"
"Estonia","2006","725.056890989328"
"Estonia","2005","736.883550101094"
"Estonia","2004","734.356479007876"
"Estonia","2003","696.511661946474"
"Estonia","2002","647.727691380568"
"Estonia","2001","670.345518848363"
"Estonia","2000","682.574472178413"
"Estonia","1999","666.432270276568"
"Estonia","1998","755.92984541988"
"Estonia","1997","733.379281438633"
"Estonia","1996","724.423616103089"
"Estonia","1995","766.756773168472"
"Estonia","1994","839.213723006486"
"Estonia","1993","930.750116479559"
"Estonia","1992","1188.44835095911"
"Estonia","1991","1431.64067162446"
"Estonia","1990","1468.77696878053"
"European Union","2018","235383.810835602"
"European Union","2017","240270.243288837"
"European Union","2016","235792.558741612"
